time	I(V2)	I(V3)	I(V4)	I(V5)	Ib(Q1)	Ib(Q2)	Ib(Q3)	Ib(Q4)	Ic(Q1)	Ic(Q2)	Ic(Q3)	Ic(Q4)	Ie(Q1)	Ie(Q2)	Ie(Q3)	Ie(Q4)	Ix(u1:1)	Ix(u1:2)	Ix(u1:3)	Ix(u2:ANODE)	Ix(u2:CATHODE)	Ix(u2:REF)	Ix(u3:ANODE)	Ix(u3:CATHODE)	Ix(u3:REF)	Ix(u4:ANODE)	Ix(u4:CATHODE)	Ix(u4:REF)	Ix(u5:ANODE)	Ix(u5:CATHODE)	Ix(u5:REF)
0.000000000000000e+000	1.230938e-001	1.230938e-001	1.230938e-001	1.229586e-001	2.501562e-012	2.501562e-012	2.501562e-012	2.701559e-012	-2.502164e-012	-2.502164e-012	-2.502164e-012	-2.702161e-012	6.020057e-016	6.020057e-016	6.020057e-016	6.020105e-016	-4.751858e-005	-1.247431e-001	1.247906e-001	-6.335020e-006	5.000339e-006	1.334637e-006	-6.335020e-006	5.000339e-006	1.334637e-006	-6.335020e-006	5.000339e-006	1.334637e-006	-6.443320e-006	5.000387e-006	1.442889e-006
1.029296875000000e-001	1.229557e-001	1.230889e-001	1.229557e-001	1.229557e-001	2.704489e-012	2.507421e-012	2.704489e-012	2.704489e-012	-2.705091e-012	-2.508023e-012	-2.705091e-012	-2.705091e-012	6.020238e-016	6.020075e-016	6.020238e-016	6.020115e-016	-4.751780e-005	-1.247421e-001	1.247896e-001	-6.444994e-006	5.000519e-006	1.444474e-006	-6.338165e-006	5.000357e-006	1.337808e-006	-6.444994e-006	5.000519e-006	1.444474e-006	-6.444871e-006	5.000396e-006	1.444474e-006
1.180524553571429e-001	1.229453e-001	1.230673e-001	1.229453e-001	1.229453e-001	2.719611e-012	2.539149e-012	2.719611e-012	2.719611e-012	-2.720213e-012	-2.539751e-012	-2.720213e-012	-2.720213e-012	6.020219e-016	6.020135e-016	6.020219e-016	6.020141e-016	-4.751766e-005	-1.247419e-001	1.247894e-001	-6.453160e-006	5.000500e-006	1.452660e-006	-6.355398e-006	5.000416e-006	1.354982e-006	-6.453160e-006	5.000500e-006	1.452660e-006	-6.453083e-006	5.000423e-006	1.452660e-006
1.331752232142857e-001	1.229348e-001	1.230462e-001	1.229348e-001	1.229348e-001	2.734734e-012	2.569964e-012	2.734734e-012	2.734734e-012	-2.735336e-012	-2.570566e-012	-2.735336e-012	-2.735336e-012	6.020204e-016	6.020182e-016	6.020204e-016	6.020163e-016	-4.751752e-005	-1.247417e-001	1.247892e-001	-6.461330e-006	5.000485e-006	1.460845e-006	-6.372123e-006	5.000463e-006	1.371661e-006	-6.461330e-006	5.000485e-006	1.460845e-006	-6.461290e-006	5.000444e-006	1.460845e-006
1.482979910714286e-001	1.229244e-001	1.230258e-001	1.229244e-001	1.229244e-001	2.749856e-012	2.599866e-012	2.749856e-012	2.749856e-012	-2.750458e-012	-2.600468e-012	-2.750458e-012	-2.750458e-012	6.020195e-016	6.020215e-016	6.020195e-016	6.020180e-016	-4.751738e-005	-1.247415e-001	1.247891e-001	-6.469506e-006	5.000475e-006	1.469031e-006	-6.388342e-006	5.000496e-006	1.387846e-006	-6.469506e-006	5.000475e-006	1.469031e-006	-6.469492e-006	5.000461e-006	1.469031e-006
1.634207589285714e-001	1.229140e-001	1.230061e-001	1.229140e-001	1.229140e-001	2.764979e-012	2.628856e-012	2.764979e-012	2.764979e-012	-2.765581e-012	-2.629458e-012	-2.765581e-012	-2.765581e-012	6.020189e-016	6.020236e-016	6.020189e-016	6.020193e-016	-4.751724e-005	-1.247414e-001	1.247889e-001	-6.477686e-006	5.000470e-006	1.477216e-006	-6.404054e-006	5.000517e-006	1.403537e-006	-6.477686e-006	5.000470e-006	1.477216e-006	-6.477690e-006	5.000474e-006	1.477216e-006
1.785435267857143e-001	1.229036e-001	1.229869e-001	1.229036e-001	1.229036e-001	2.780101e-012	2.656933e-012	2.780101e-012	2.780101e-012	-2.780704e-012	-2.657535e-012	-2.780704e-012	-2.780704e-012	6.020189e-016	6.020244e-016	6.020189e-016	6.020201e-016	-4.751711e-005	-1.247412e-001	1.247887e-001	-6.485871e-006	5.000470e-006	1.485401e-006	-6.419259e-006	5.000525e-006	1.418734e-006	-6.485871e-006	5.000470e-006	1.485401e-006	-6.485883e-006	5.000482e-006	1.485401e-006
1.936662946428572e-001	1.228933e-001	1.229684e-001	1.228933e-001	1.228933e-001	2.795224e-012	2.684097e-012	2.795224e-012	2.795224e-012	-2.795826e-012	-2.684699e-012	-2.795826e-012	-2.795826e-012	6.020194e-016	6.020240e-016	6.020194e-016	6.020204e-016	-4.751697e-005	-1.247410e-001	1.247885e-001	-6.494061e-006	5.000475e-006	1.493587e-006	-6.433957e-006	5.000521e-006	1.433437e-006	-6.494061e-006	5.000475e-006	1.493587e-006	-6.494071e-006	5.000485e-006	1.493587e-006
2.087890625000000e-001	1.228829e-001	1.229505e-001	1.228829e-001	1.228829e-001	2.810347e-012	2.710348e-012	2.810347e-012	2.810347e-012	-2.810949e-012	-2.710950e-012	-2.810949e-012	-2.810949e-012	6.020203e-016	6.020222e-016	6.020203e-016	6.020202e-016	-4.751684e-005	-1.247408e-001	1.247884e-001	-6.502256e-006	5.000484e-006	1.501772e-006	-6.448149e-006	5.000503e-006	1.447646e-006	-6.502256e-006	5.000484e-006	1.501772e-006	-6.502255e-006	5.000483e-006	1.501772e-006
2.393136160714286e-001	1.228607e-001	1.229295e-001	1.228607e-001	1.228607e-001	2.842651e-012	2.740872e-012	2.842651e-012	2.842651e-012	-2.843253e-012	-2.741474e-012	-2.843253e-012	-2.843253e-012	6.020215e-016	6.020211e-016	6.020215e-016	6.020215e-016	-4.751660e-005	-1.247405e-001	1.247881e-001	-6.519753e-006	5.000495e-006	1.519257e-006	-6.464660e-006	5.000492e-006	1.464168e-006	-6.519753e-006	5.000495e-006	1.519257e-006	-6.519752e-006	5.000495e-006	1.519257e-006
2.698381696428572e-001	1.228393e-001	1.229086e-001	1.228393e-001	1.228393e-001	2.873827e-012	2.771396e-012	2.873827e-012	2.873827e-012	-2.874429e-012	-2.771998e-012	-2.874429e-012	-2.874429e-012	6.020224e-016	6.020204e-016	6.020224e-016	6.020224e-016	-4.751637e-005	-1.247403e-001	1.247878e-001	-6.536636e-006	5.000504e-006	1.536132e-006	-6.481174e-006	5.000485e-006	1.480689e-006	-6.536636e-006	5.000504e-006	1.536132e-006	-6.536636e-006	5.000504e-006	1.536132e-006
3.003627232142858e-001	1.228187e-001	1.228877e-001	1.228187e-001	1.228187e-001	2.903875e-012	2.801920e-012	2.903875e-012	2.903875e-012	-2.904477e-012	-2.802522e-012	-2.904477e-012	-2.904477e-012	6.020230e-016	6.020201e-016	6.020230e-016	6.020230e-016	-4.751615e-005	-1.247400e-001	1.247875e-001	-6.552907e-006	5.000510e-006	1.552397e-006	-6.497693e-006	5.000482e-006	1.497211e-006	-6.552907e-006	5.000510e-006	1.552397e-006	-6.552907e-006	5.000510e-006	1.552397e-006
3.308872767857143e-001	1.227989e-001	1.228668e-001	1.227989e-001	1.227989e-001	2.932794e-012	2.832445e-012	2.932794e-012	2.932794e-012	-2.933396e-012	-2.833046e-012	-2.933396e-012	-2.933396e-012	6.020233e-016	6.020202e-016	6.020233e-016	6.020233e-016	-4.751593e-005	-1.247397e-001	1.247872e-001	-6.568564e-006	5.000514e-006	1.568051e-006	-6.514216e-006	5.000483e-006	1.513733e-006	-6.568564e-006	5.000514e-006	1.568051e-006	-6.568564e-006	5.000514e-006	1.568051e-006
3.614118303571430e-001	1.227799e-001	1.228458e-001	1.227799e-001	1.227799e-001	2.960586e-012	2.862969e-012	2.960586e-012	2.960586e-012	-2.961188e-012	-2.863571e-012	-2.961188e-012	-2.961188e-012	6.020233e-016	6.020207e-016	6.020233e-016	6.020234e-016	-4.751572e-005	-1.247394e-001	1.247869e-001	-6.583609e-006	5.000514e-006	1.583095e-006	-6.530743e-006	5.000488e-006	1.530255e-006	-6.583609e-006	5.000514e-006	1.583095e-006	-6.583609e-006	5.000514e-006	1.583095e-006
3.919363839285716e-001	1.227616e-001	1.228249e-001	1.227616e-001	1.227616e-001	2.987250e-012	2.893493e-012	2.987250e-012	2.987250e-012	-2.987852e-012	-2.894095e-012	-2.987852e-012	-2.987852e-012	6.020231e-016	6.020217e-016	6.020231e-016	6.020231e-016	-4.751552e-005	-1.247392e-001	1.247867e-001	-6.598040e-006	5.000512e-006	1.597528e-006	-6.547275e-006	5.000498e-006	1.546777e-006	-6.598040e-006	5.000512e-006	1.597528e-006	-6.598040e-006	5.000512e-006	1.597528e-006
4.224609375000000e-001	1.227440e-001	1.228041e-001	1.227440e-001	1.227440e-001	3.012785e-012	2.924017e-012	3.012785e-012	3.012785e-012	-3.013387e-012	-2.924619e-012	-3.013387e-012	-3.013387e-012	6.020226e-016	6.020230e-016	6.020226e-016	6.020226e-016	-4.751532e-005	-1.247389e-001	1.247864e-001	-6.611858e-006	5.000506e-006	1.611351e-006	-6.563811e-006	5.000511e-006	1.563300e-006	-6.611858e-006	5.000506e-006	1.611351e-006	-6.611858e-006	5.000506e-006	1.611351e-006
5.146484375000000e-001	1.227124e-001	1.227462e-001	1.227124e-001	1.227124e-001	3.058878e-012	3.008879e-012	3.058878e-012	3.058878e-012	-3.059480e-012	-3.009481e-012	-3.059480e-012	-3.059480e-012	6.020228e-016	6.020231e-016	6.020228e-016	6.020228e-016	-4.751491e-005	-1.247384e-001	1.247859e-001	-6.636813e-006	5.000509e-006	1.636305e-006	-6.609747e-006	5.000511e-006	1.609236e-006	-6.636813e-006	5.000509e-006	1.636305e-006	-6.636813e-006	5.000509e-006	1.636305e-006
5.583426339285714e-001	1.226963e-001	1.227312e-001	1.226963e-001	1.226963e-001	3.082376e-012	3.030726e-012	3.082376e-012	3.082376e-012	-3.082978e-012	-3.031328e-012	-3.082978e-012	-3.082978e-012	6.020239e-016	6.020229e-016	6.020239e-016	6.020239e-016	-4.751473e-005	-1.247381e-001	1.247857e-001	-6.649546e-006	5.000519e-006	1.649027e-006	-6.621572e-006	5.000510e-006	1.621062e-006	-6.649546e-006	5.000519e-006	1.649027e-006	-6.649546e-006	5.000519e-006	1.649027e-006
6.020368303571428e-001	1.226809e-001	1.227162e-001	1.226809e-001	1.226809e-001	3.104835e-012	3.052573e-012	3.104835e-012	3.104835e-012	-3.105437e-012	-3.053175e-012	-3.105437e-012	-3.105437e-012	6.020247e-016	6.020230e-016	6.020247e-016	6.020247e-016	-4.751457e-005	-1.247379e-001	1.247855e-001	-6.661716e-006	5.000527e-006	1.661188e-006	-6.633400e-006	5.000510e-006	1.632890e-006	-6.661716e-006	5.000527e-006	1.661188e-006	-6.661716e-006	5.000527e-006	1.661188e-006
6.457310267857144e-001	1.226662e-001	1.227012e-001	1.226662e-001	1.226662e-001	3.126255e-012	3.074419e-012	3.126255e-012	3.126255e-012	-3.126858e-012	-3.075022e-012	-3.126858e-012	-3.126858e-012	6.020252e-016	6.020232e-016	6.020252e-016	6.020252e-016	-4.751441e-005	-1.247377e-001	1.247852e-001	-6.673321e-006	5.000532e-006	1.672789e-006	-6.645231e-006	5.000513e-006	1.644718e-006	-6.673321e-006	5.000532e-006	1.672789e-006	-6.673321e-006	5.000532e-006	1.672789e-006
6.894252232142858e-001	1.226522e-001	1.226862e-001	1.226522e-001	1.226522e-001	3.146637e-012	3.096266e-012	3.146637e-012	3.146637e-012	-3.147240e-012	-3.096868e-012	-3.147240e-012	-3.147240e-012	6.020254e-016	6.020236e-016	6.020254e-016	6.020254e-016	-4.751426e-005	-1.247375e-001	1.247850e-001	-6.684363e-006	5.000534e-006	1.683829e-006	-6.657065e-006	5.000516e-006	1.656548e-006	-6.684363e-006	5.000534e-006	1.683829e-006	-6.684363e-006	5.000534e-006	1.683829e-006
7.331194196428572e-001	1.226389e-001	1.226713e-001	1.226389e-001	1.226389e-001	3.165981e-012	3.118113e-012	3.165981e-012	3.165981e-012	-3.166583e-012	-3.118715e-012	-3.166583e-012	-3.166583e-012	6.020253e-016	6.020241e-016	6.020253e-016	6.020253e-016	-4.751411e-005	-1.247373e-001	1.247849e-001	-6.694841e-006	5.000533e-006	1.694308e-006	-6.668901e-006	5.000522e-006	1.668380e-006	-6.694841e-006	5.000533e-006	1.694308e-006	-6.694841e-006	5.000533e-006	1.694308e-006
7.768136160714287e-001	1.226264e-001	1.226563e-001	1.226264e-001	1.226264e-001	3.184286e-012	3.139960e-012	3.184286e-012	3.184286e-012	-3.184888e-012	-3.140562e-012	-3.184888e-012	-3.184888e-012	6.020248e-016	6.020248e-016	6.020248e-016	6.020248e-016	-4.751397e-005	-1.247372e-001	1.247847e-001	-6.704756e-006	5.000529e-006	1.704227e-006	-6.680741e-006	5.000529e-006	1.680212e-006	-6.704755e-006	5.000529e-006	1.704227e-006	-6.704756e-006	5.000529e-006	1.704227e-006
8.205078125000000e-001	1.226145e-001	1.226414e-001	1.226145e-001	1.226145e-001	3.201552e-012	3.161807e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.162409e-012	-3.202154e-012	-3.202154e-012	6.020241e-016	6.020257e-016	6.020241e-016	6.020241e-016	-4.751383e-005	-1.247370e-001	1.247845e-001	-6.714106e-006	5.000521e-006	1.713585e-006	-6.692583e-006	5.000537e-006	1.692046e-006	-6.714106e-006	5.000521e-006	1.713585e-006	-6.714106e-006	5.000521e-006	1.713585e-006
8.540457589285715e-001	1.226145e-001	1.226308e-001	1.226145e-001	1.226145e-001	3.201552e-012	3.177485e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.178087e-012	-3.202154e-012	-3.202154e-012	6.020236e-016	6.020253e-016	6.020236e-016	6.020236e-016	-4.751380e-005	-1.247370e-001	1.247845e-001	-6.714101e-006	5.000516e-006	1.713585e-006	-6.701076e-006	5.000534e-006	1.700542e-006	-6.714101e-006	5.000516e-006	1.713585e-006	-6.714101e-006	5.000516e-006	1.713585e-006
8.875837053571429e-001	1.226145e-001	1.226224e-001	1.226145e-001	1.226145e-001	3.201552e-012	3.189830e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.190432e-012	-3.202154e-012	-3.202154e-012	6.020232e-016	6.020250e-016	6.020232e-016	6.020232e-016	-4.751378e-005	-1.247369e-001	1.247844e-001	-6.714097e-006	5.000513e-006	1.713585e-006	-6.707762e-006	5.000530e-006	1.707232e-006	-6.714097e-006	5.000513e-006	1.713585e-006	-6.714097e-006	5.000513e-006	1.713585e-006
9.211216517857144e-001	1.226144e-001	1.226163e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.198842e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.199444e-012	-3.202154e-012	-3.202154e-012	6.020229e-016	6.020246e-016	6.020229e-016	6.020229e-016	-4.751377e-005	-1.247369e-001	1.247844e-001	-6.714095e-006	5.000510e-006	1.713585e-006	-6.712641e-006	5.000526e-006	1.712116e-006	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006
9.546595982142857e-001	1.226144e-001	1.226124e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.204520e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.205122e-012	-3.202154e-012	-3.202154e-012	6.020228e-016	6.020242e-016	6.020228e-016	6.020228e-016	-4.751376e-005	-1.247369e-001	1.247844e-001	-6.714093e-006	5.000508e-006	1.713585e-006	-6.715714e-006	5.000522e-006	1.715193e-006	-6.714093e-006	5.000508e-006	1.713585e-006	-6.714093e-006	5.000508e-006	1.713585e-006
9.881975446428571e-001	1.226144e-001	1.226108e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.206864e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.207466e-012	-3.202154e-012	-3.202154e-012	6.020227e-016	6.020238e-016	6.020227e-016	6.020227e-016	-4.751375e-005	-1.247369e-001	1.247844e-001	-6.714092e-006	5.000507e-006	1.713585e-006	-6.716981e-006	5.000518e-006	1.716463e-006	-6.714092e-006	5.000507e-006	1.713585e-006	-6.714092e-006	5.000507e-006	1.713585e-006
1.021735491071429e+000	1.226144e-001	1.226115e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.205875e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.206477e-012	-3.202154e-012	-3.202154e-012	6.020228e-016	6.020234e-016	6.020228e-016	6.020228e-016	-4.751375e-005	-1.247369e-001	1.247844e-001	-6.714093e-006	5.000508e-006	1.713585e-006	-6.716441e-006	5.000514e-006	1.715927e-006	-6.714093e-006	5.000508e-006	1.713585e-006	-6.714093e-006	5.000508e-006	1.713585e-006
1.055273437500000e+000	1.226144e-001	1.226144e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.201552e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.202154e-012	-3.202154e-012	-3.202154e-012	6.020229e-016	6.020229e-016	6.020229e-016	6.020229e-016	-4.751376e-005	-1.247369e-001	1.247844e-001	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006
1.078710937500000e+000	1.226144e-001	1.226144e-001	1.226144e-001	1.226144e-001	3.201552e-012	3.201552e-012	3.201552e-012	3.201552e-012	-3.202154e-012	-3.202154e-012	-3.202154e-012	-3.202154e-012	6.020229e-016	6.020229e-016	6.020229e-016	6.020229e-016	-4.751376e-005	-1.247369e-001	1.247844e-001	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006	-6.714095e-006	5.000510e-006	1.713585e-006
1.113532366071429e+000	1.226157e-001	1.226165e-001	1.226157e-001	1.226157e-001	3.199756e-012	3.198500e-012	3.199756e-012	3.199756e-012	-3.200358e-012	-3.199102e-012	-3.200358e-012	-3.200358e-012	6.020224e-016	6.020231e-016	6.020224e-016	6.020224e-016	-4.751377e-005	-1.247369e-001	1.247844e-001	-6.713115e-006	5.000504e-006	1.712611e-006	-6.712439e-006	5.000511e-006	1.711928e-006	-6.713115e-006	5.000504e-006	1.712611e-006	-6.713115e-006	5.000504e-006	1.712611e-006
1.148353794642857e+000	1.226161e-001	1.226159e-001	1.226161e-001	1.226161e-001	3.199093e-012	3.199381e-012	3.199093e-012	3.199093e-012	-3.199695e-012	-3.199983e-012	-3.199695e-012	-3.199695e-012	6.020222e-016	6.020236e-016	6.020222e-016	6.020222e-016	-4.751378e-005	-1.247369e-001	1.247844e-001	-6.712753e-006	5.000502e-006	1.712251e-006	-6.712920e-006	5.000516e-006	1.712404e-006	-6.712753e-006	5.000502e-006	1.712251e-006	-6.712753e-006	5.000502e-006	1.712251e-006
1.183175223214286e+000	1.226158e-001	1.226126e-001	1.226158e-001	1.226158e-001	3.199563e-012	3.204195e-012	3.199563e-012	3.199563e-012	-3.200165e-012	-3.204797e-012	-3.200165e-012	-3.200165e-012	6.020224e-016	6.020243e-016	6.020224e-016	6.020224e-016	-4.751376e-005	-1.247369e-001	1.247844e-001	-6.713010e-006	5.000504e-006	1.712507e-006	-6.715538e-006	5.000523e-006	1.715016e-006	-6.713010e-006	5.000504e-006	1.712507e-006	-6.713010e-006	5.000504e-006	1.712507e-006
1.217996651785714e+000	1.226147e-001	1.226067e-001	1.226147e-001	1.226147e-001	3.201168e-012	3.212942e-012	3.201168e-012	3.201168e-012	-3.201770e-012	-3.213544e-012	-3.201770e-012	-3.201770e-012	6.020229e-016	6.020252e-016	6.020229e-016	6.020229e-016	-4.751374e-005	-1.247369e-001	1.247844e-001	-6.713885e-006	5.000508e-006	1.713376e-006	-6.720293e-006	5.000532e-006	1.719761e-006	-6.713885e-006	5.000508e-006	1.713376e-006	-6.713885e-006	5.000508e-006	1.713376e-006
1.252818080357143e+000	1.226128e-001	1.225981e-001	1.226128e-001	1.226128e-001	3.203906e-012	3.225622e-012	3.203906e-012	3.203906e-012	-3.204508e-012	-3.226224e-012	-3.204508e-012	-3.204508e-012	6.020237e-016	6.020264e-016	6.020237e-016	6.020237e-016	-4.751370e-005	-1.247368e-001	1.247843e-001	-6.715378e-006	5.000517e-006	1.714861e-006	-6.727185e-006	5.000544e-006	1.726641e-006	-6.715378e-006	5.000517e-006	1.714861e-006	-6.715378e-006	5.000517e-006	1.714861e-006
1.287639508928572e+000	1.226101e-001	1.225868e-001	1.226101e-001	1.226101e-001	3.207777e-012	3.242235e-012	3.207777e-012	3.207777e-012	-3.208379e-012	-3.242837e-012	-3.208379e-012	-3.208379e-012	6.020249e-016	6.020278e-016	6.020249e-016	6.020249e-016	-4.751365e-005	-1.247368e-001	1.247843e-001	-6.717489e-006	5.000529e-006	1.716960e-006	-6.736213e-006	5.000558e-006	1.735655e-006	-6.717489e-006	5.000529e-006	1.716960e-006	-6.717489e-006	5.000529e-006	1.716960e-006
1.322460937500000e+000	1.226066e-001	1.225728e-001	1.226066e-001	1.226066e-001	3.212782e-012	3.262782e-012	3.212782e-012	3.212782e-012	-3.213384e-012	-3.263384e-012	-3.213384e-012	-3.213384e-012	6.020264e-016	6.020295e-016	6.020264e-016	6.020264e-016	-4.751358e-005	-1.247367e-001	1.247842e-001	-6.720218e-006	5.000544e-006	1.719674e-006	-6.747378e-006	5.000575e-006	1.746803e-006	-6.720218e-006	5.000544e-006	1.719674e-006	-6.720218e-006	5.000544e-006	1.719674e-006
1.351869419642857e+000	1.225980e-001	1.225628e-001	1.225980e-001	1.225980e-001	3.225299e-012	3.277412e-012	3.225299e-012	3.225299e-012	-3.225901e-012	-3.278015e-012	-3.225901e-012	-3.225901e-012	6.020264e-016	6.020303e-016	6.020264e-016	6.020264e-016	-4.751348e-005	-1.247365e-001	1.247841e-001	-6.726998e-006	5.000544e-006	1.726454e-006	-6.755294e-006	5.000583e-006	1.754711e-006	-6.726998e-006	5.000544e-006	1.726454e-006	-6.726998e-006	5.000544e-006	1.726454e-006
1.381277901785714e+000	1.225885e-001	1.225507e-001	1.225885e-001	1.225885e-001	3.239219e-012	3.295123e-012	3.239219e-012	3.239219e-012	-3.239821e-012	-3.295725e-012	-3.239821e-012	-3.239821e-012	6.020270e-016	6.020323e-016	6.020270e-016	6.020270e-016	-4.751337e-005	-1.247364e-001	1.247839e-001	-6.734553e-006	5.000550e-006	1.734003e-006	-6.764937e-006	5.000602e-006	1.764335e-006	-6.734553e-006	5.000550e-006	1.734003e-006	-6.734553e-006	5.000550e-006	1.734003e-006
1.410686383928572e+000	1.225780e-001	1.225365e-001	1.225780e-001	1.225780e-001	3.254542e-012	3.315913e-012	3.254542e-012	3.254542e-012	-3.255144e-012	-3.316515e-012	-3.255144e-012	-3.255144e-012	6.020282e-016	6.020353e-016	6.020282e-016	6.020282e-016	-4.751325e-005	-1.247362e-001	1.247838e-001	-6.742885e-006	5.000562e-006	1.742323e-006	-6.776307e-006	5.000633e-006	1.775674e-006	-6.742885e-006	5.000562e-006	1.742323e-006	-6.742885e-006	5.000562e-006	1.742323e-006
1.440094866071429e+000	1.225665e-001	1.225201e-001	1.225665e-001	1.225665e-001	3.271269e-012	3.339782e-012	3.271269e-012	3.271269e-012	-3.271871e-012	-3.340384e-012	-3.271871e-012	-3.271871e-012	6.020300e-016	6.020395e-016	6.020300e-016	6.020300e-016	-4.751311e-005	-1.247361e-001	1.247836e-001	-6.751993e-006	5.000580e-006	1.751413e-006	-6.789404e-006	5.000675e-006	1.788729e-006	-6.751993e-006	5.000580e-006	1.751413e-006	-6.751993e-006	5.000580e-006	1.751413e-006
1.469503348214286e+000	1.225540e-001	1.225017e-001	1.225540e-001	1.225540e-001	3.289399e-012	3.366732e-012	3.289399e-012	3.289399e-012	-3.290001e-012	-3.367334e-012	-3.290001e-012	-3.290001e-012	6.020324e-016	6.020449e-016	6.020324e-016	6.020324e-016	-4.751296e-005	-1.247359e-001	1.247834e-001	-6.761877e-006	5.000604e-006	1.761273e-006	-6.804228e-006	5.000728e-006	1.803499e-006	-6.761877e-006	5.000604e-006	1.761273e-006	-6.761877e-006	5.000604e-006	1.761273e-006
1.498911830357143e+000	1.225406e-001	1.224812e-001	1.225406e-001	1.225406e-001	3.308933e-012	3.396761e-012	3.308933e-012	3.308933e-012	-3.309535e-012	-3.397363e-012	-3.309535e-012	-3.309535e-012	6.020355e-016	6.020514e-016	6.020355e-016	6.020355e-016	-4.751280e-005	-1.247357e-001	1.247832e-001	-6.772536e-006	5.000634e-006	1.771902e-006	-6.820779e-006	5.000793e-006	1.819986e-006	-6.772536e-006	5.000634e-006	1.771902e-006	-6.772536e-006	5.000634e-006	1.771902e-006
1.528320312500000e+000	1.225262e-001	1.224586e-001	1.225262e-001	1.225262e-001	3.329871e-012	3.429869e-012	3.329871e-012	3.329871e-012	-3.330473e-012	-3.430471e-012	-3.330473e-012	-3.330473e-012	6.020391e-016	6.020590e-016	6.020391e-016	6.020391e-016	-4.751262e-005	-1.247354e-001	1.247829e-001	-6.783972e-006	5.000670e-006	1.783302e-006	-6.839056e-006	5.000868e-006	1.838187e-006	-6.783972e-006	5.000670e-006	1.783302e-006	-6.783972e-006	5.000670e-006	1.783302e-006
1.543443080357143e+000	1.225159e-001	1.224507e-001	1.225159e-001	1.225159e-001	3.344993e-012	3.441356e-012	3.344993e-012	3.344993e-012	-3.345595e-012	-3.441958e-012	-3.345595e-012	-3.345595e-012	6.020410e-016	6.020419e-016	6.020410e-016	6.020410e-016	-4.751251e-005	-1.247353e-001	1.247828e-001	-6.792236e-006	5.000689e-006	1.791546e-006	-6.845158e-006	5.000698e-006	1.844459e-006	-6.792236e-006	5.000689e-006	1.791546e-006	-6.792236e-006	5.000689e-006	1.791546e-006
1.558565848214286e+000	1.225055e-001	1.224410e-001	1.225055e-001	1.225055e-001	3.360116e-012	3.455519e-012	3.360116e-012	3.360116e-012	-3.360718e-012	-3.456121e-012	-3.360718e-012	-3.360718e-012	6.020433e-016	6.020414e-016	6.020433e-016	6.020433e-016	-4.751240e-005	-1.247352e-001	1.247827e-001	-6.800524e-006	5.000713e-006	1.799811e-006	-6.853018e-006	5.000693e-006	1.852325e-006	-6.800524e-006	5.000713e-006	1.799811e-006	-6.800524e-006	5.000713e-006	1.799811e-006
1.573688616071429e+000	1.224951e-001	1.224295e-001	1.224951e-001	1.224951e-001	3.375238e-012	3.472360e-012	3.375238e-012	3.375238e-012	-3.375840e-012	-3.472961e-012	-3.375840e-012	-3.375840e-012	6.020461e-016	6.020574e-016	6.020461e-016	6.020461e-016	-4.751228e-005	-1.247350e-001	1.247825e-001	-6.808835e-006	5.000740e-006	1.808096e-006	-6.862639e-006	5.000853e-006	1.861786e-006	-6.808835e-006	5.000740e-006	1.808096e-006	-6.808835e-006	5.000740e-006	1.808096e-006
